nome_hotel,prezzo_iniziale,prezzo,credito_guadagnato,stanza,città,data,punteggio,stelle,stelle_booking,partner_preferiti,novita,evidenza,numero_recensioni,distanza_centro,genius,offerte,colazione_inclusa,senza_pagamento_anticipato,cancellazione_gratuita,os,username,user_agent_type,TIMESTAMP
TRISOLE Palermo,€ 97,€ 97,,Intero appartamento – 45m²:,Palermo ,2024-06-15,"9,2
Punteggio di 9,2",,4.0,,False,False, · 72 recensioni," 1,9 km dal centro",False,,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
La Casa del Mercado,€ 179,€ 139,,Intero appartamento – 85m²:,"Albergaria, Palermo ",2024-06-15,"9,4
Punteggio di 9,4",,4.0,,False,False, · 15 recensioni, 1 km dal centro,True,Prezzo solo su mobile ,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Hola Cathedral House Porta di Castro,€ 139,€ 131,,Intero appartamento – 55m²:,"Albergaria, Palermo ",2024-06-15,"8,1
Punteggio di 8,1",,4.0,,False,False, · 7 recensioni," 1,1 km dal centro",True,,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Cappuccino A pochi minuti dalla Cattedrale,€ 136,€ 99,,Intero appartamento – 68m²:,Palermo ,2024-06-15,,,,,True,True,," 1,8 km dal centro",False,Prezzo solo su mobile ,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
La casetta di Osvaldo,€ 129,€ 113,,,Palermo ,2024-06-15,"8,7
Punteggio di 8,7",,3.0,,False,False, · 15 recensioni," 1,1 km dal centro",True,,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
La Terrazza Nascosta,€ 99,€ 90,,,Palermo ,2024-06-15,"9,0
Punteggio di 9,0",,,,False,False, · 72 recensioni," 1,7 km dal centro",True,,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Corrieri Apartments,€ 211,€ 141,,Intera casa vacanze – 75m²:,"La Kalsa, Palermo ",2024-06-15,"8,9
Punteggio di 8,9",,4.0,,False,False, · 76 recensioni, 1 km dal centro,True,Offerta Vacanze ,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
I Mori-holiday apartment,€ 129,€ 120,,Intero appartamento – 70m²:,"Borgo vecchio, Palermo ",2024-06-15,"9,2
Punteggio di 9,2",,4.0,,False,False, · 16 recensioni," 1,1 km dal centro",True,,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Centro Casa Monteleone,€ 142,€ 119,,Intero appartamento – 50m²:,"Castellammare Vucciria, Palermo ",2024-06-15,"8,4
Punteggio di 8,4",,4.0,,False,False, · 138 recensioni, 350 m dal centro,True,Prezzo solo su mobile ,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Dimora Bellini by Hotel Bellini sas,€ 209,€ 189,,,"Monte di Pietà, Palermo ",2024-06-15,"9,0
Punteggio di 9,0",,4.0,preferred_plus,False,False, · 478 recensioni, 450 m dal centro,False,Prezzo solo su mobile ,True,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
A Cala Suite & Apartment,€ 154,€ 154,,Intero appartamento – 140m²:,"Castellammare Vucciria, Palermo ",2024-06-15,,,,,True,False,," 0,7 km dal centro",False,,False,True,True,Android,ginoverdi81,mobile,05-07-2024---19:13
La Casetta di Fefe',€ 134,€ 134,,,Palermo ,2024-06-15,"10
Punteggio di 10",,3.0,,True,False, · 1 recensione," 0,9 km dal centro",False,,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Massimo teather apartment,€ 101,€ 94,,Intero appartamento – 45m²:,"Castellammare Vucciria, Palermo ",2024-06-15,"6,6
Punteggio di 6,6",,3.0,,False,False, · 32 recensioni, 250 m dal centro,False,Prezzo solo su mobile ,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
MD Apartment Luxury Bahlara,€ 148,€ 125,,Intero appartamento – 60m²:,"Albergaria, Palermo ",2024-06-15,"9,4
Punteggio di 9,4",,4.0,,False,False, · 64 recensioni," 1,2 km dal centro",True,Prezzo solo su mobile ,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Case Billeci Casa Verde,€ 84,€ 84,,,Palermo ,2024-06-15,"9,0
Punteggio di 9,0",,,,False,False, · 2 recensioni," 5,5 km dal centro",False,,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Casa da Francesca,€ 109,€ 99,,Intera casa vacanze – 60m²:,Palermo ,2024-06-15,"8,7
Punteggio di 8,7",,4.0,,False,False, · 32 recensioni," 1,7 km dal centro",False,Prezzo solo su mobile ,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
B&T Holiday House,€ 99,€ 92,,Intero appartamento – 65m²:,Palermo ,2024-06-15,"9,0
Punteggio di 9,0",,4.0,,False,False, · 1 recensione," 2,8 km dal centro",False,,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Le Terrazze di Chiara,€ 144,€ 109,,Intero appartamento – 70m²:,Palermo ,2024-06-15,"10
Punteggio di 10",,4.0,,True,False, · 3 recensioni," 1,4 km dal centro",False,Prezzo solo su mobile Offerta SuperSegreta ,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Be-Home Palermo,€ 104,€ 104,,Intero appartamento – 60m²:,"Borgo vecchio, Palermo ",2024-06-15,"7,4
Punteggio di 7,4",,3.0,,False,False, · 85 recensioni, 1 km dal centro,False,,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Casa a Mare La Stalletta,€ 138,€ 138,,Intera casa vacanze – 63m²:,Palermo ,2024-06-15,,,4.0,,True,False,," 11,3 km dal centro",False,,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
casa acala,€ 76,€ 76,,,"Castellammare Vucciria, Palermo ",2024-06-15,"7,5
Punteggio di 7,5",,4.0,,False,False, · 2 recensioni," 0,8 km dal centro",False,,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Ashur 163 - Mondello,€ 274,€ 153,,Intero monolocale – 18m²:,Palermo ,2024-06-15,,,,,True,True,," 10,3 km dal centro",False,Offerta Vacanze ,False,True,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Casa mulini,€ 84,€ 84,,Intera casa vacanze – 80m²:,Palermo ,2024-06-15,"8,3
Punteggio di 8,3",,4.0,,False,False, · 58 recensioni," 1,6 km dal centro",False,,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Duca di Villena,€ 184,€ 184,,,"La Kalsa, Palermo ",2024-06-15,"8,5
Punteggio di 8,5",,4.0,preferred,False,False, · 370 recensioni," 0,7 km dal centro",False,,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Appartamenti-Residence Al Massimo,€ 170,€ 143,Guadagna € 10 di Credito,Intero appartamento – 55m²:,"Monte di Pietà, Palermo ",2024-06-15,"8,0
Punteggio di 8,0",,4.0,preferred_plus,False,False, · 119 recensioni, 250 m dal centro,True,Prezzo solo su mobile ,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Palermo Houses,€ 84,€ 84,,Intero appartamento – 60m²:,Palermo ,2024-06-15,"8,0
Punteggio di 8,0",,3.0,,False,False, · 6 recensioni," 2,8 km dal centro",False,,False,True,True,Android,ginoverdi81,mobile,05-07-2024---19:13
A due passi dalla cattedrale,€ 184,€ 166,,Intero appartamento – 75m²:,"Monte di Pietà, Palermo ",2024-06-15,"7,5
Punteggio di 7,5",,3.0,,False,False, · 95 recensioni," 0,6 km dal centro",False,Prezzo solo su mobile ,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Sophi's house,€ 94,€ 94,,Intera casa vacanze – 60m²:,Palermo ,2024-06-15,"9,5
Punteggio di 9,5",,4.0,,False,False, · 8 recensioni," 3,1 km dal centro",False,,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Villetta Giusi,€ 184,€ 134,,,Palermo ,2024-06-15,,,,,True,False,, 10 km dal centro,False,Prezzo solo su mobile ,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Villa laura,€ 125,€ 125,,,Palermo ,2024-06-15,,,,,False,False,," 3,8 km dal centro",False,,False,True,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Civico 67,€ 107,€ 107,,Intero appartamento – 45m²:,Palermo ,2024-06-15,"8,9
Punteggio di 8,9",,3.0,,False,False, · 20 recensioni, 1 km dal centro,False,,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Hotel Florio Operà Palermo Central,€ 195,€ 159,,,"Ruggero Settimo, Palermo ",2024-06-15,"6,8
Punteggio di 6,8",3.0,,,False,False, · 28 recensioni, 300 m dal centro,True,Prezzo solo su mobile ,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Ciccio Rooms and breakfast,€ 175,€ 135,Guadagna € 9 di Credito,,Palermo ,2024-06-15,"9,2
Punteggio di 9,2",,3.0,preferred_plus,False,False, · 96 recensioni," 3,5 km dal centro",True,,True,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Marbela Apartments & Suites,€ 104,€ 104,,Intero monolocale – 25m²:,Palermo ,2024-06-15,"8,1
Punteggio di 8,1",3.0,,,False,False, · 134 recensioni," 2,4 km dal centro",False,,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
PAIPER B&B,€ 94,€ 76,,Intero appartamento:,"Monte di Pietà, Palermo ",2024-06-15,"2,0
Punteggio di 2,0",,,,False,False, · 1 recensione," 0,7 km dal centro",False,Offerta Vacanze ,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Casa Primavera,€ 89,€ 89,,Intero appartamento – 85m²:,Palermo ,2024-06-15,"9,2
Punteggio di 9,2",,3.0,,False,False, · 43 recensioni, 2 km dal centro,False,,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Villa del Gattopardo,€ 328,€ 269,Guadagna € 19 di Credito,Suite privata:,Palermo ,2024-06-15,"8,6
Punteggio di 8,6",,,preferred_plus,False,False, · 181 recensioni," 5,5 km dal centro",True,,True,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
ROOM VISTAMARE PALERMO,€ 112,€ 96,,,Palermo ,2024-06-15,"8,5
Punteggio di 8,5",,4.0,,False,False, · 11 recensioni, 5 km dal centro,False,Offerta Vacanze ,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
La casa di Minù,€ 104,€ 94,,Intera casa vacanze – 45m²:,Palermo ,2024-06-15,"8,8
Punteggio di 8,8",,3.0,,False,False, · 13 recensioni," 1,4 km dal centro",False,Prezzo solo su mobile ,False,True,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Apartment Rua Formaggi,€ 198,€ 156,Guadagna € 11 di Credito,Intero appartamento – 80m²:,"Albergaria, Palermo ",2024-06-15,"8,7
Punteggio di 8,7",,3.0,preferred_plus,False,False, · 191 recensioni," 0,9 km dal centro",True,Prezzo solo su mobile ,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Palermo Inn Apartment,€ 204,€ 144,,Intero appartamento:,Palermo ,2024-06-15,"6,4
Punteggio di 6,4",,3.0,,False,False, · 130 recensioni," 1,9 km dal centro",False,Prezzo solo su mobile ,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Casa vacanze Soraja,€ 150,€ 135,,Intera casa vacanze – 50m²:,"La Kalsa, Palermo ",2024-06-15,"9,9
Punteggio di 9,9",,3.0,,False,False, · 14 recensioni," 1,6 km dal centro",True,,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
DEMMA' S DAIMOND,€ 94,€ 94,,Intera casa vacanze – 40m²:,"La Kalsa, Palermo ",2024-06-15,"9,0
Punteggio di 9,0",,4.0,,True,False, · 1 recensione," 1,5 km dal centro",False,,False,True,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Fiori d'Ulivo,€ 99,€ 80,,Intero appartamento – 36m²:,"Castellammare Vucciria, Palermo ",2024-06-15,,,3.0,,True,False,, 450 m dal centro,False,Offerta Vacanze ,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Appartamento centro storico al mercato di Ballaro,€ 170,€ 149,,Intero appartamento – 80m²:,"Albergaria, Palermo ",2024-06-15,"9,1
Punteggio di 9,1",,4.0,,False,False, · 64 recensioni, 1 km dal centro,True,Prezzo solo su mobile ,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Casa Graziusa,€ 102,€ 87,,Intero appartamento – 100m²:,Palermo ,2024-06-15,"9,1
Punteggio di 9,1",,3.0,,False,False, · 62 recensioni," 2,7 km dal centro",False,Offerta Vacanze ,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
E G Sicilia,€ 107,€ 107,,,Palermo ,2024-06-15,,,4.0,,False,False,," 1,4 km dal centro",False,,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Hotel Roma 62,€ 139,€ 139,Guadagna € 10 di Credito,,"La Kalsa, Palermo ",2024-06-15,"8,1
Punteggio di 8,1",2.0,,preferred_plus,False,False, · 501 recensioni," 1,2 km dal centro",False,,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Sicilia vacanze long beach Mondello,€ 67,€ 67,,,Palermo ,2024-06-15,"6,6
Punteggio di 6,6",,,,False,False, · 14 recensioni," 2,2 km dal centro",False,,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Energy Home,€ 114,€ 103,,,Palermo ,2024-06-15,"10
Punteggio di 10",,4.0,,False,False, · 5 recensioni," 2,9 km dal centro",False,Prezzo solo su mobile ,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
B&B Montecarlo,€ 75,€ 75,,,Palermo ,2024-06-15,"7,9
Punteggio di 7,9",,3.0,,False,False, · 211 recensioni," 4,7 km dal centro",False,,True,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
A Casa di Irene - Loft in Sicily - centro di Palermo,€ 90,€ 88,,,"La Kalsa, Palermo ",2024-06-15,"8,5
Punteggio di 8,5",,3.0,,False,False, · 2 recensioni," 1,2 km dal centro",False,,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Tribunale Suite,€ 103,€ 103,,Intero appartamento – 30m²:,Palermo ,2024-06-15,"7,6
Punteggio di 7,6",,,,False,False, · 11 recensioni, 350 m dal centro,False,,False,True,True,Android,ginoverdi81,mobile,05-07-2024---19:13
suite della cattedrale,€ 136,€ 118,,Intero appartamento – 44m²:,"Albergaria, Palermo ",2024-06-15,"8,6
Punteggio di 8,6",,4.0,,False,False, · 9 recensioni," 0,9 km dal centro",True,Prezzo solo su mobile ,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Cortile Caravello 8,€ 94,€ 94,,,Palermo ,2024-06-15,,,4.0,,False,False,," 1,9 km dal centro",False,,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Molo Five Apartment,€ 161,€ 131,,,Palermo ,2024-06-15,"10
Punteggio di 10",,4.0,,True,False, · 1 recensione," 0,8 km dal centro",False,Prezzo solo su mobile ,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
La casetta di rosario mondello,€ 154,€ 141,,Intero appartamento – 44m²:,Palermo ,2024-06-15,"9,6
Punteggio di 9,6",,4.0,,False,False, · 11 recensioni, 10 km dal centro,True,,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Cala nera Luxury Apartment,€ 196,€ 162,,Intero appartamento – 80m²:,"Castellammare Vucciria, Palermo ",2024-06-15,"9,7
Punteggio di 9,7",,4.0,,False,False, · 18 recensioni," 0,8 km dal centro",True,Prezzo solo su mobile ,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Piano Alloro,€ 174,€ 174,,,"La Kalsa, Palermo ",2024-06-15,,,,,True,False,," 1,2 km dal centro",False,,True,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Medea Sikanart Home,€ 277,€ 200,,Intero appartamento – 70m²:,Palermo ,2024-06-15,"10
Punteggio di 10",,,,True,True, · 1 recensione," 10,3 km dal centro",False,Prezzo solo su mobile ,False,True,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Vetriera Apartments,€ 117,€ 103,,Intero appartamento – 50m²:,"La Kalsa, Palermo ",2024-06-15,"6,4
Punteggio di 6,4",,2.0,,False,False, · 10 recensioni," 1,4 km dal centro",True,,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
casa Maria,€ 89,€ 89,,Intero appartamento – 75m²:,Palermo ,2024-06-15,"9,1
Punteggio di 9,1",,4.0,,False,False, · 13 recensioni," 2,7 km dal centro",False,,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Casa Rosetta,€ 130,€ 116,,Intero appartamento – 120m²:,Palermo ,2024-06-15,"9,2
Punteggio di 9,2",,4.0,,False,False, · 80 recensioni," 6,1 km dal centro",True,,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Villetta Abbate,€ 104,€ 104,,Intero appartamento – 85m²:,Palermo ,2024-06-15,"8,7
Punteggio di 8,7",,,,False,False, · 13 recensioni," 8,2 km dal centro",False,,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Light holiday home,€ 144,€ 144,,Intero appartamento – 100m²:,Palermo ,2024-06-15,"10
Punteggio di 10",,4.0,,True,False, · 1 recensione," 0,8 km dal centro",False,,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Lilibet Apartment,€ 127,€ 111,,Intero appartamento – 80m²:,Palermo ,2024-06-15,"9,2
Punteggio di 9,2",,3.0,,False,False, · 44 recensioni," 2,9 km dal centro",True,,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Casa Swamy,€ 79,€ 79,,Intera casa vacanze – 50m²:,Palermo ,2024-06-15,"9,7
Punteggio di 9,7",,4.0,,False,False, · 3 recensioni," 1,8 km dal centro",False,,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Palazzo Cartari,€ 391,€ 314,,,"La Kalsa, Palermo ",2024-06-15,"9,1
Punteggio di 9,1",4.0,,,False,False, · 29 recensioni," 0,8 km dal centro",False,Offerta Vacanze ,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Mondello Stesicoro Apartment,€ 143,€ 128,,Intero appartamento – 65m²:,Palermo ,2024-06-15,"8,8
Punteggio di 8,8",,4.0,,False,False, · 18 recensioni, 10 km dal centro,True,,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Maqueda - Room & Suite,€ 204,€ 204,,,"Monte di Pietà, Palermo ",2024-06-15,,,,,False,False,, 350 m dal centro,False,,False,True,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Simone Cupolas View,€ 83,€ 83,,,"Albergaria, Palermo ",2024-06-15,"9,7
Punteggio di 9,7",,3.0,,False,False, · 3 recensioni," 1,2 km dal centro",False,,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
GRC Apartments Partanna-Mondello,€ 142,€ 133,,Intera casa vacanze – 45m²:,Palermo ,2024-06-15,"9,3
Punteggio di 9,3",,3.0,,False,False, · 23 recensioni," 9,3 km dal centro",False,Prezzo solo su mobile ,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Amaris,€ 403,€ 316,Guadagna € 22 di Credito,,"Borgo vecchio, Palermo ",2024-06-15,"9,2
Punteggio di 9,2",3.0,,preferred_plus,False,False, · 503 recensioni," 0,7 km dal centro",True,Prezzo solo su mobile ,True,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Alle Terrazze del Borgo Vecchio,€ 174,€ 158,,Intero appartamento – 108m²:,"Borgo vecchio, Palermo ",2024-06-15,"8,9
Punteggio di 8,9",,4.0,,False,False, · 17 recensioni," 0,8 km dal centro",True,,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
home indipendenza 2,€ 111,€ 92,,Intero appartamento – 70m²:,Palermo ,2024-06-15,,,,,True,False,," 1,2 km dal centro",False,,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Happy Home - Mondello,€ 120,€ 108,,Intero appartamento – 68m²:,Palermo ,2024-06-15,"9,2
Punteggio di 9,2",,3.0,,False,False, · 6 recensioni, 10 km dal centro,True,,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Dc Domus Charme SPA,€ 383,€ 363,,Intero appartamento – 80m²:,Palermo ,2024-06-15,"9,2
Punteggio di 9,2",,4.0,,False,False, · 61 recensioni," 0,6 km dal centro",True,,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Room#200,€ 89,€ 89,,Intero appartamento – 15m²:,Palermo ,2024-06-15,"9,0
Punteggio di 9,0",,3.0,,False,False, · 9 recensioni," 2,8 km dal centro",False,,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Aquasuite,€ 825,€ 536,Guadagna € 38 di Credito,Suite privata – 50m²:,"La Kalsa, Palermo ",2024-06-15,"9,5
Punteggio di 9,5",,4.0,preferred_plus,False,True, · 62 recensioni," 1,2 km dal centro",True,Prezzo solo su mobile ,True,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Palermo Sicily apartment,€ 101,€ 101,,,"Castellammare Vucciria, Palermo ",2024-06-15,"6,7
Punteggio di 6,7",,3.0,,False,False, · 35 recensioni," 0,6 km dal centro",False,,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
margot palermo,€ 170,€ 170,,Intero appartamento – 90m²:,"Ruggero Settimo, Palermo ",2024-06-15,"10
Punteggio di 10",,4.0,,False,False, · 1 recensione," 0,5 km dal centro",False,,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Suíte Alvorada,€ 192,€ 175,,Intero appartamento – 35m²:,"Monte di Pietà, Palermo ",2024-06-15,"7,7
Punteggio di 7,7",,3.0,,False,False, · 28 recensioni, 450 m dal centro,True,,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Home Castrofilippo,€ 94,€ 94,,Intero appartamento – 50m²:,"La Kalsa, Palermo ",2024-06-15,"8,0
Punteggio di 8,0",,4.0,,False,False, · 30 recensioni," 1,1 km dal centro",False,,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
Maison M&M,€ 104,€ 104,,Intera casa vacanze – 60m²:,Palermo ,2024-06-15,"9,0
Punteggio di 9,0",,4.0,,True,False, · 2 recensioni," 2,1 km dal centro",False,,False,False,True,Android,ginoverdi81,mobile,05-07-2024---19:13
